Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
441.00,1057.63,1065.32,1067.85,1078.19,1084.94,1081.70,1090.70,1090.03,1094.31,1100.41,1101.70,1104.04,1105.88,1112.17,1114.86,1111.44,1118.28,1122.04,1116.66,1130.32,1141.61,1133.17,1155.29,1157.65,1153.06,1162.81,1173.54,1172.55,1171.23,1185.27,1188.51,1190.27,1205.68,1202.55,1202.10,1208.12,1218.84,1221.78,1221.46,1218.85,1226.23,1235.61,1244.83,1244.24,1245.50,1255.37,1257.12,1255.55,1260.64,1263.66,1263.95,1268.48,1271.37,1280.71,1280.85,1281.26,1282.92,1285.83,1285.93,1285.88,
442.00,1075.73,1084.74,1084.30,1096.59,1102.48,1100.47,1108.61,1108.30,1112.07,1120.13,1120.36,1122.70,1125.34,1132.01,1132.78,1128.85,1136.35,1140.67,1133.96,1149.96,1162.06,1151.69,1174.77,1177.70,1171.66,1181.33,1193.78,1191.12,1192.02,1206.47,1208.68,1209.49,1227.06,1222.83,1223.29,1227.61,1239.92,1242.45,1241.88,1242.05,1247.39,1255.85,1265.28,1266.24,1268.27,1273.61,1278.15,1276.50,1280.79,1285.33,1285.65,1291.02,1292.15,1302.45,1304.21,1304.15,1305.09,1308.78,1307.62,1306.37,
443.00,1090.86,1100.45,1099.13,1112.99,1118.01,1115.11,1124.92,1125.64,1127.51,1137.37,1136.15,1139.64,1140.15,1148.68,1149.11,1144.29,1151.17,1156.27,1150.18,1168.06,1179.46,1168.91,1191.72,1194.72,1187.09,1197.45,1209.78,1207.66,1208.16,1221.93,1225.07,1227.31,1243.76,1239.31,1241.07,1245.77,1257.55,1260.25,1258.63,1259.10,1267.12,1272.93,1284.16,1283.61,1286.24,1291.96,1295.70,1295.14,1299.07,1304.11,1304.26,1308.81,1312.09,1319.64,1322.48,1323.50,1323.92,1329.30,1324.91,1324.13,
444.00,1099.60,1111.03,1106.91,1123.58,1128.26,1124.05,1135.84,1133.62,1137.60,1147.38,1144.70,1149.04,1150.58,1157.09,1159.39,1154.77,1162.67,1165.41,1160.33,1178.31,1188.36,1180.95,1201.16,1205.44,1197.22,1208.88,1220.97,1217.56,1219.49,1232.22,1236.63,1238.43,1254.44,1252.50,1253.26,1256.62,1267.70,1271.49,1270.46,1268.61,1278.60,1283.54,1295.46,1294.92,1296.80,1305.08,1307.28,1306.48,1310.09,1314.69,1314.98,1320.20,1321.33,1331.45,1334.53,1335.77,1335.06,1340.77,1337.38,1336.20,
445.00,1109.29,1120.09,1118.50,1133.63,1138.32,1133.96,1147.71,1144.15,1149.77,1158.44,1157.08,1159.49,1162.53,1167.80,1170.51,1166.35,1174.12,1175.99,1172.67,1189.28,1198.86,1192.55,1213.16,1218.06,1208.35,1219.28,1232.65,1230.83,1232.61,1246.23,1248.78,1250.23,1266.30,1265.77,1264.14,1267.01,1280.23,1283.28,1281.64,1281.18,1290.84,1296.73,1307.90,1306.73,1309.22,1317.50,1321.27,1318.39,1322.45,1326.34,1327.20,1331.93,1334.08,1345.44,1346.37,1348.26,1348.79,1353.73,1351.75,1349.72,
446.00,1121.21,1132.44,1129.50,1145.57,1151.74,1145.86,1159.45,1156.44,1160.56,1170.86,1169.82,1171.47,1176.55,1181.47,1182.11,1178.18,1185.06,1189.46,1183.91,1203.18,1209.79,1204.23,1224.14,1231.97,1222.39,1232.13,1245.80,1244.04,1245.45,1259.05,1261.79,1264.20,1278.85,1277.86,1278.01,1280.87,1294.16,1295.89,1293.45,1294.29,1304.03,1311.35,1321.73,1319.82,1322.58,1328.89,1334.40,1331.88,1337.04,1339.18,1340.51,1346.38,1347.90,1358.88,1360.44,1363.13,1362.01,1367.89,1365.88,1364.65,
447.00,1134.80,1144.67,1141.49,1158.53,1164.58,1159.36,1170.48,1169.96,1173.84,1183.64,1183.42,1183.86,1189.02,1192.64,1196.61,1188.31,1196.83,1202.50,1197.22,1215.57,1223.35,1217.11,1237.38,1243.91,1234.30,1246.34,1258.38,1257.42,1258.67,1271.10,1275.42,1277.79,1293.55,1290.92,1291.91,1296.75,1308.08,1309.95,1307.35,1308.02,1319.16,1326.18,1335.56,1335.69,1336.97,1344.63,1349.56,1346.77,1351.57,1353.72,1355.10,1362.05,1361.92,1373.13,1375.82,1378.61,1376.49,1385.23,1380.69,1380.27,
448.00,1151.96,1161.39,1158.42,1175.58,1180.86,1175.42,1189.05,1187.50,1191.47,1199.86,1200.11,1201.95,1204.76,1209.27,1214.66,1207.60,1214.96,1220.14,1214.89,1231.98,1241.46,1236.42,1255.79,1260.98,1252.36,1264.70,1277.29,1277.79,1277.51,1289.77,1293.84,1296.88,1310.96,1311.27,1310.80,1316.41,1325.62,1329.85,1325.87,1324.71,1338.23,1345.30,1356.03,1355.15,1355.48,1365.38,1368.02,1365.11,1371.53,1372.96,1374.39,1380.24,1382.60,1391.39,1395.14,1398.53,1395.79,1405.01,1400.76,1400.37,
449.00,1169.15,1179.00,1176.76,1192.24,1199.47,1193.48,1205.97,1204.34,1209.47,1217.69,1219.44,1220.56,1225.05,1227.68,1233.17,1226.55,1234.78,1240.65,1234.67,1250.90,1258.89,1252.78,1274.86,1280.23,1272.59,1285.09,1296.33,1296.34,1295.84,1309.81,1313.18,1316.05,1329.66,1330.53,1328.92,1334.77,1344.38,1349.62,1346.00,1344.50,1356.88,1366.47,1374.73,1375.71,1376.46,1385.20,1387.59,1383.84,1392.31,1391.46,1394.06,1400.67,1404.42,1412.04,1416.15,1418.90,1415.67,1423.66,1421.15,1420.52,
450.00,1182.73,1191.28,1191.87,1204.96,1212.01,1207.68,1219.04,1218.99,1223.25,1230.53,1232.86,1233.35,1237.44,1241.51,1246.08,1239.99,1247.79,1253.38,1247.80,1264.30,1273.02,1266.48,1288.92,1293.36,1286.29,1299.53,1309.41,1311.14,1309.38,1324.92,1326.47,1330.42,1343.81,1343.20,1341.93,1349.38,1357.94,1364.07,1360.70,1359.22,1371.29,1381.51,1389.41,1390.06,1391.41,1398.33,1401.64,1400.04,1407.66,1405.85,1410.20,1415.83,1419.24,1425.81,1429.79,1433.58,1430.25,1440.61,1435.95,1436.42,
451.00,1193.06,1203.08,1199.91,1215.15,1222.33,1218.09,1227.49,1228.32,1231.48,1239.75,1241.64,1244.72,1245.88,1251.86,1254.93,1249.60,1256.69,1263.51,1257.74,1273.78,1283.32,1276.51,1299.24,1303.36,1295.76,1308.54,1320.81,1321.13,1319.60,1335.17,1335.90,1339.54,1354.57,1353.19,1353.15,1360.31,1367.39,1374.39,1370.73,1370.91,1382.11,1390.56,1399.31,1401.39,1401.22,1407.82,1410.93,1410.08,1419.06,1417.53,1420.30,1426.52,1428.51,1434.90,1440.07,1444.60,1440.77,1451.24,1444.44,1445.91,
452.00,1198.88,1209.14,1206.73,1223.18,1228.88,1223.70,1235.06,1235.86,1238.92,1247.50,1248.10,1251.39,1251.97,1259.14,1261.85,1255.80,1263.34,1270.44,1266.70,1279.40,1291.19,1283.95,1308.06,1309.23,1301.85,1314.21,1327.41,1328.60,1325.68,1342.13,1343.81,1346.64,1361.97,1360.69,1359.34,1366.57,1374.80,1381.95,1377.25,1377.74,1391.26,1397.99,1406.64,1407.24,1407.59,1416.36,1418.05,1416.12,1426.31,1425.53,1426.70,1433.65,1436.73,1443.19,1448.63,1451.06,1448.46,1458.58,1451.59,1453.57,
453.00,1203.44,1215.09,1212.85,1228.07,1235.21,1228.87,1241.69,1241.24,1244.90,1253.18,1253.05,1257.91,1258.40,1265.93,1268.77,1263.62,1272.47,1274.41,1271.65,1285.29,1298.05,1290.80,1313.94,1315.34,1309.34,1320.11,1334.61,1334.06,1331.45,1349.22,1350.55,1351.74,1368.55,1367.63,1365.68,1372.20,1381.69,1389.28,1385.16,1383.64,1396.05,1404.39,1412.93,1412.46,1413.63,1423.44,1424.39,1423.60,1433.18,1430.76,1433.33,1440.29,1442.82,1450.02,1454.36,1457.69,1455.19,1464.43,1458.13,1459.99,
454.00,1210.36,1220.92,1220.07,1233.30,1241.55,1235.36,1247.00,1247.47,1251.88,1260.08,1259.74,1262.87,1265.76,1272.29,1274.56,1270.49,1277.34,1280.08,1279.72,1293.02,1303.90,1297.33,1321.22,1321.48,1316.35,1326.30,1341.37,1339.88,1339.34,1357.06,1356.98,1358.54,1375.23,1373.28,1371.65,1378.44,1389.05,1394.85,1392.36,1392.32,1402.79,1411.44,1418.56,1418.61,1422.18,1429.71,1431.12,1431.54,1439.44,1438.58,1440.31,1448.99,1448.60,1456.76,1460.78,1464.60,1462.63,1470.88,1465.06,1467.46,
455.00,1215.06,1226.85,1225.12,1240.96,1248.97,1241.98,1252.58,1255.26,1256.88,1266.54,1266.37,1269.06,1270.79,1279.80,1280.67,1275.97,1282.48,1286.04,1284.87,1299.54,1310.42,1303.29,1327.27,1328.65,1322.23,1332.25,1347.90,1345.43,1345.48,1361.45,1363.51,1366.12,1381.75,1379.67,1379.19,1386.78,1396.78,1401.20,1397.36,1397.53,1411.10,1417.65,1424.96,1425.74,1426.20,1436.39,1437.18,1438.37,1446.96,1445.63,1448.19,1454.29,1454.91,1461.88,1467.59,1471.07,1471.56,1476.43,1472.27,1473.91,
456.00,1221.94,1233.51,1229.79,1248.22,1256.11,1248.35,1259.43,1260.87,1263.31,1273.20,1273.07,1275.83,1277.40,1286.85,1288.96,1282.91,1289.15,1293.57,1291.07,1306.41,1317.44,1310.07,1335.20,1335.87,1327.96,1338.74,1355.77,1352.00,1353.33,1368.15,1370.87,1373.60,1389.94,1387.94,1386.79,1393.76,1404.46,1407.71,1404.65,1404.70,1417.59,1424.24,1431.82,1434.24,1433.31,1445.98,1444.99,1446.31,1453.63,1453.06,1456.15,1461.80,1461.17,1470.28,1475.03,1476.93,1479.17,1484.09,1480.70,1481.49,
457.00,1231.24,1241.59,1241.05,1257.16,1264.34,1258.30,1270.35,1271.52,1274.53,1283.68,1282.03,1285.62,1287.27,1297.27,1298.69,1293.49,1300.04,1303.85,1301.92,1316.53,1329.32,1320.93,1345.71,1346.24,1340.00,1348.07,1366.77,1363.38,1364.23,1379.28,1382.66,1383.82,1401.47,1398.91,1396.37,1404.13,1416.80,1419.53,1415.04,1415.52,1428.86,1435.36,1443.29,1444.51,1445.14,1458.70,1457.77,1457.12,1465.30,1464.28,1467.42,1473.63,1473.82,1482.23,1486.39,1487.87,1490.94,1495.98,1494.30,1493.58,
458.00,1241.07,1250.67,1251.38,1266.38,1274.91,1269.30,1279.65,1280.92,1284.24,1293.06,1293.30,1295.49,1298.01,1308.55,1310.19,1303.62,1310.75,1315.32,1311.20,1328.79,1340.55,1329.99,1355.69,1357.07,1351.42,1360.67,1377.82,1373.49,1375.70,1390.68,1392.82,1395.46,1412.60,1408.31,1408.43,1414.11,1427.85,1429.91,1427.06,1425.80,1438.98,1448.05,1454.38,1457.03,1455.94,1469.17,1468.23,1468.74,1476.64,1475.58,1479.96,1484.51,1486.52,1492.75,1499.14,1500.57,1501.32,1506.27,1505.48,1505.16,
459.00,1250.79,1259.22,1259.48,1274.88,1283.72,1278.48,1286.54,1289.95,1292.71,1301.53,1302.49,1305.60,1306.16,1316.82,1318.73,1311.88,1318.10,1323.24,1320.10,1337.72,1349.34,1338.09,1365.52,1366.62,1359.38,1370.51,1386.64,1382.87,1385.25,1398.84,1401.27,1404.95,1421.27,1416.49,1418.03,1424.74,1435.81,1439.33,1436.12,1436.29,1448.76,1456.23,1465.03,1468.33,1466.36,1478.99,1477.60,1479.06,1486.11,1486.84,1491.42,1494.14,1495.36,1502.45,1508.53,1508.72,1511.43,1516.76,1514.52,1514.97,
460.00,1260.03,1268.46,1266.47,1283.56,1292.30,1286.69,1294.34,1298.84,1300.49,1309.54,1309.69,1314.32,1313.26,1325.78,1326.08,1320.19,1326.64,1333.12,1328.24,1344.76,1358.82,1346.18,1373.98,1376.89,1367.78,1378.61,1396.17,1392.62,1395.48,1408.20,1411.14,1413.76,1430.98,1427.77,1427.18,1434.21,1442.83,1449.30,1445.35,1445.50,1458.54,1464.90,1474.39,1478.52,1475.44,1489.40,1486.29,1488.18,1496.16,1496.59,1500.76,1502.97,1504.40,1512.05,1517.42,1519.14,1520.49,1526.94,1524.77,1523.52,
461.00,1261.15,1269.65,1270.71,1284.91,1293.41,1288.66,1297.82,1300.14,1304.57,1312.68,1312.78,1316.89,1317.10,1328.26,1329.46,1321.57,1329.71,1336.10,1330.80,1348.07,1361.52,1349.36,1377.05,1379.42,1369.78,1381.15,1398.67,1396.54,1396.95,1411.35,1414.36,1415.35,1433.69,1429.44,1430.40,1435.13,1447.47,1453.01,1447.40,1447.40,1461.22,1468.11,1476.45,1480.40,1477.13,1490.91,1490.56,1490.33,1497.55,1498.60,1502.07,1505.65,1508.53,1517.69,1521.32,1521.25,1522.36,1531.23,1527.09,1525.62,
462.00,1262.82,1271.15,1273.43,1285.89,1294.06,1289.79,1300.19,1300.46,1305.76,1314.01,1313.14,1318.03,1318.00,1329.32,1330.53,1323.03,1331.85,1335.60,1330.55,1348.69,1362.92,1351.38,1377.64,1379.76,1372.62,1383.08,1398.83,1398.13,1397.96,1413.20,1415.05,1416.93,1435.35,1429.41,1431.62,1437.67,1447.99,1454.79,1449.62,1448.11,1461.34,1469.41,1478.81,1479.78,1478.53,1491.58,1490.96,1492.01,1499.45,1499.05,1503.03,1507.23,1509.80,1519.02,1522.47,1523.07,1521.44,1532.74,1527.84,1528.34,
463.00,1267.10,1275.51,1276.39,1287.52,1296.51,1293.60,1302.52,1304.86,1309.20,1317.03,1317.12,1320.79,1321.69,1331.25,1332.66,1326.33,1332.99,1338.57,1333.62,1351.88,1364.49,1353.48,1380.55,1383.11,1374.31,1387.47,1400.67,1399.92,1401.61,1416.14,1417.55,1421.14,1437.49,1432.57,1435.22,1440.40,1450.01,1457.15,1452.22,1451.83,1464.15,1471.20,1481.72,1483.96,1482.77,1493.40,1492.70,1495.47,1501.04,1502.67,1504.44,1510.32,1511.87,1521.50,1526.64,1526.23,1523.95,1534.17,1528.95,1530.11,
464.00,1269.51,1277.95,1278.81,1290.61,1299.17,1295.49,1304.63,1308.38,1310.79,1319.48,1320.25,1324.48,1324.28,1334.10,1333.22,1329.45,1335.03,1342.07,1336.42,1353.85,1365.44,1356.33,1383.33,1386.56,1375.89,1390.61,1403.19,1403.61,1403.40,1417.03,1419.97,1423.88,1438.66,1435.74,1437.86,1443.66,1453.31,1459.56,1453.29,1454.26,1467.69,1472.82,1485.06,1486.54,1484.42,1497.22,1496.02,1497.51,1503.88,1505.91,1507.15,1511.70,1515.12,1523.72,1528.44,1527.83,1528.48,1536.80,1531.58,1531.77,
465.00,1266.53,1274.97,1276.19,1288.83,1297.19,1292.27,1302.87,1305.68,1307.49,1316.32,1316.17,1320.58,1322.58,1331.35,1331.47,1328.48,1334.23,1340.14,1333.13,1350.93,1362.28,1355.51,1378.52,1384.16,1373.76,1388.15,1400.92,1400.91,1400.73,1414.75,1418.25,1421.03,1437.39,1435.22,1434.38,1441.03,1451.23,1456.04,1451.74,1451.53,1463.03,1470.97,1481.54,1483.25,1481.33,1495.23,1493.05,1495.02,1501.68,1502.19,1503.18,1510.78,1511.95,1520.43,1524.92,1524.38,1524.31,1536.41,1529.53,1529.11,
466.00,1263.26,1271.58,1275.91,1285.14,1293.04,1290.28,1301.52,1302.67,1306.27,1314.19,1312.75,1317.02,1321.55,1327.81,1328.89,1325.61,1331.33,1336.77,1331.59,1349.86,1360.08,1354.26,1374.95,1380.35,1370.77,1385.48,1396.66,1398.52,1396.61,1413.50,1413.57,1417.70,1433.16,1431.33,1430.69,1437.44,1449.78,1453.84,1449.21,1448.81,1459.85,1468.35,1479.02,1480.45,1479.16,1491.60,1490.67,1490.66,1497.29,1498.77,1499.93,1508.60,1509.45,1517.26,1523.39,1520.41,1520.49,1532.36,1527.53,1526.51,
467.00,1260.64,1270.60,1272.74,1284.56,1292.62,1288.66,1297.94,1299.21,1303.11,1311.22,1311.46,1316.01,1319.18,1326.46,1326.01,1325.09,1330.06,1334.70,1330.17,1348.62,1356.73,1350.52,1371.27,1377.67,1369.76,1384.16,1395.39,1395.69,1393.69,1410.43,1410.38,1416.10,1430.30,1428.74,1428.79,1434.61,1445.29,1450.91,1446.36,1447.05,1456.97,1465.56,1477.04,1477.62,1476.05,1488.65,1487.48,1487.97,1495.44,1497.00,1498.76,1505.01,1506.28,1512.82,1521.76,1519.02,1517.51,1527.27,1523.61,1524.59,
468.00,1261.39,1272.04,1272.64,1285.45,1293.28,1288.96,1296.44,1300.07,1304.06,1313.32,1312.08,1316.14,1319.82,1325.79,1326.57,1325.80,1330.00,1335.73,1331.16,1349.25,1357.56,1350.59,1371.76,1378.53,1371.24,1384.84,1396.08,1395.16,1394.93,1410.29,1411.10,1416.11,1429.70,1430.64,1429.02,1435.47,1446.14,1451.69,1446.97,1448.94,1459.06,1466.64,1475.88,1478.84,1476.62,1490.10,1489.88,1489.90,1496.39,1498.05,1501.90,1507.19,1506.40,1514.39,1522.24,1519.23,1519.32,1528.35,1524.33,1523.79,
469.00,1262.60,1271.95,1273.60,1287.20,1294.21,1289.57,1298.61,1300.69,1305.07,1313.96,1311.71,1319.06,1320.51,1327.50,1328.33,1326.14,1333.07,1339.16,1332.67,1350.18,1360.51,1352.59,1373.57,1380.16,1372.69,1385.65,1398.80,1399.30,1395.06,1413.26,1413.90,1416.43,1432.25,1433.67,1428.37,1435.75,1449.10,1454.01,1450.06,1452.25,1460.64,1469.60,1478.36,1480.63,1478.32,1492.97,1492.53,1491.15,1499.40,1498.51,1503.23,1509.98,1508.71,1516.59,1522.72,1522.38,1522.06,1532.35,1529.74,1525.87,
470.00,1266.92,1277.35,1279.67,1293.94,1300.16,1296.68,1304.36,1305.67,1312.10,1319.57,1318.30,1324.82,1329.33,1333.81,1337.01,1332.42,1339.68,1344.96,1339.16,1358.51,1367.26,1358.56,1379.91,1386.44,1379.24,1391.81,1406.08,1405.58,1401.28,1421.01,1420.55,1422.98,1439.97,1439.26,1436.04,1441.79,1458.35,1461.02,1457.15,1459.89,1466.73,1477.97,1484.43,1487.66,1486.00,1499.79,1500.77,1498.76,1506.56,1505.37,1510.97,1519.33,1515.73,1526.55,1531.71,1531.69,1527.94,1541.11,1536.67,1533.93,
471.00,1269.71,1280.05,1281.55,1295.10,1301.85,1300.59,1306.52,1308.27,1313.92,1323.16,1321.43,1327.80,1332.07,1334.92,1340.89,1333.82,1341.67,1345.83,1342.60,1360.99,1368.95,1358.27,1383.84,1387.36,1380.18,1394.35,1408.26,1407.68,1404.56,1423.76,1422.42,1425.28,1441.10,1440.38,1438.53,1445.03,1459.09,1463.95,1460.50,1460.70,1470.29,1480.72,1488.79,1489.35,1488.97,1501.25,1501.71,1502.46,1510.15,1508.66,1516.44,1520.31,1517.82,1530.26,1533.65,1534.34,1531.54,1543.49,1538.42,1538.37,
472.00,1275.11,1286.17,1282.54,1298.76,1306.92,1306.77,1307.45,1311.95,1318.18,1326.19,1326.27,1332.85,1333.55,1339.51,1343.87,1336.76,1344.34,1351.16,1346.78,1364.73,1372.20,1362.96,1389.07,1391.60,1383.99,1398.74,1414.78,1410.57,1412.03,1427.95,1425.54,1431.88,1446.83,1446.60,1444.96,1449.96,1461.52,1468.57,1464.26,1465.52,1474.51,1484.29,1491.70,1495.43,1494.57,1504.59,1506.12,1507.90,1515.37,1513.34,1519.84,1522.70,1519.77,1535.32,1537.06,1539.07,1537.54,1546.83,1543.89,1540.66,
473.00,1280.19,1289.34,1288.01,1304.75,1313.35,1311.53,1314.97,1319.48,1324.63,1333.56,1332.86,1338.38,1338.13,1346.54,1350.67,1343.46,1349.08,1358.99,1353.07,1367.77,1378.93,1370.27,1397.24,1400.00,1390.60,1403.35,1420.65,1418.38,1418.49,1435.29,1432.27,1438.68,1453.96,1452.48,1451.69,1455.98,1469.84,1474.96,1469.26,1471.50,1483.40,1491.46,1498.67,1501.89,1500.55,1510.32,1515.78,1514.03,1521.76,1521.53,1526.74,1529.46,1529.35,1544.31,1544.38,1546.05,1546.26,1556.09,1551.04,1546.42,
474.00,1283.32,1292.15,1290.21,1307.49,1315.39,1314.74,1319.83,1321.42,1327.11,1335.35,1336.06,1339.21,1341.24,1349.05,1356.50,1346.78,1354.88,1362.07,1354.11,1371.55,1381.89,1373.82,1398.85,1401.38,1394.08,1406.62,1423.20,1421.20,1420.23,1436.99,1435.04,1441.82,1457.25,1455.19,1454.51,1460.63,1474.36,1477.24,1475.54,1473.74,1485.61,1494.18,1503.04,1503.69,1502.84,1514.12,1516.53,1516.47,1525.37,1525.34,1527.66,1532.14,1531.46,1548.34,1547.72,1549.52,1547.54,1559.97,1554.76,1552.58,
475.00,1295.90,1303.26,1302.33,1317.29,1326.98,1327.41,1330.59,1332.97,1338.76,1345.41,1348.50,1350.46,1354.50,1360.28,1368.02,1357.11,1364.47,1372.86,1370.25,1385.35,1394.17,1386.37,1412.01,1413.74,1403.99,1418.52,1434.56,1431.75,1435.28,1451.10,1445.32,1454.85,1470.39,1467.08,1469.09,1474.00,1485.94,1489.76,1487.66,1487.88,1497.42,1506.67,1516.14,1519.38,1518.08,1527.70,1530.73,1528.92,1537.38,1540.54,1541.70,1545.46,1544.18,1561.86,1563.30,1562.15,1562.08,1571.62,1565.13,1565.41,
476.00,1304.60,1311.95,1309.49,1328.62,1337.31,1332.51,1340.27,1344.83,1347.09,1354.89,1359.16,1363.71,1360.73,1372.64,1376.73,1366.84,1374.69,1382.07,1379.93,1393.17,1403.25,1396.59,1421.99,1424.51,1415.73,1429.21,1446.31,1440.38,1446.53,1458.94,1456.81,1468.13,1478.77,1477.58,1480.76,1485.56,1492.87,1501.31,1497.83,1495.40,1509.77,1517.96,1526.79,1529.16,1526.60,1537.53,1540.77,1538.27,1548.35,1553.30,1552.58,1554.47,1555.62,1570.81,1573.59,1573.33,1575.45,1580.77,1574.38,1576.36,
477.00,1305.11,1314.99,1312.15,1330.93,1339.62,1333.64,1342.73,1345.53,1350.03,1358.90,1359.49,1363.93,1361.06,1375.84,1377.42,1368.07,1379.08,1385.85,1378.46,1395.22,1407.41,1400.45,1424.20,1428.22,1418.80,1431.24,1448.38,1441.92,1448.12,1461.77,1459.22,1467.60,1482.53,1481.20,1484.18,1488.11,1495.86,1502.57,1498.84,1498.96,1510.74,1520.19,1526.41,1531.96,1529.36,1540.15,1543.64,1540.61,1550.62,1552.77,1552.84,1559.06,1558.02,1571.89,1574.57,1574.05,1575.05,1584.21,1580.07,1578.12,
478.00,1310.97,1320.51,1324.44,1338.35,1344.39,1338.66,1354.20,1354.35,1358.37,1367.80,1365.05,1372.35,1371.65,1382.69,1386.73,1377.21,1388.31,1395.00,1387.70,1404.58,1417.29,1410.54,1432.25,1436.69,1428.15,1440.28,1453.97,1455.06,1453.38,1472.14,1468.77,1472.92,1489.90,1489.57,1492.18,1496.75,1507.56,1512.40,1506.96,1508.92,1521.23,1529.03,1538.35,1540.82,1537.86,1549.16,1554.76,1547.98,1559.48,1561.36,1560.78,1568.74,1569.94,1582.05,1584.36,1584.47,1582.65,1593.03,1592.01,1589.56,
479.00,1318.11,1329.40,1330.61,1346.58,1352.70,1346.80,1360.14,1359.47,1364.89,1372.55,1374.24,1380.32,1382.04,1392.09,1393.77,1383.59,1397.16,1402.53,1395.58,1415.33,1424.86,1416.25,1438.86,1443.97,1435.41,1449.29,1460.89,1459.14,1460.44,1479.20,1477.97,1481.06,1497.19,1496.41,1501.57,1504.59,1515.40,1519.32,1516.69,1515.27,1528.28,1536.83,1547.34,1549.19,1544.35,1556.31,1561.58,1556.69,1568.29,1568.78,1569.72,1575.77,1576.67,1586.15,1592.77,1594.16,1591.77,1601.54,1597.47,1598.68,
480.00,1320.82,1331.32,1332.49,1349.49,1355.20,1349.47,1359.75,1362.57,1366.32,1374.16,1377.25,1383.05,1382.40,1394.06,1394.21,1386.04,1397.13,1402.94,1399.15,1415.34,1426.44,1417.85,1442.47,1446.13,1437.20,1451.43,1462.11,1459.69,1463.00,1480.39,1480.89,1483.42,1496.60,1496.73,1502.29,1508.50,1515.91,1522.49,1518.11,1515.97,1528.89,1537.35,1549.64,1550.42,1547.20,1556.46,1562.28,1560.10,1571.41,1569.58,1574.35,1578.32,1576.79,1586.38,1594.51,1592.94,1595.81,1604.42,1597.82,1599.21,
481.00,1319.55,1330.39,1330.83,1347.44,1351.30,1344.95,1356.90,1360.01,1363.63,1370.95,1373.08,1382.49,1378.51,1395.20,1389.08,1386.14,1397.68,1401.14,1394.27,1411.07,1424.51,1417.19,1438.04,1443.29,1436.11,1447.99,1460.93,1456.45,1461.45,1479.53,1480.28,1481.39,1495.41,1493.98,1499.38,1505.25,1514.09,1520.87,1514.17,1512.65,1526.66,1533.76,1545.30,1546.38,1546.16,1552.62,1557.29,1559.03,1567.86,1565.43,1569.24,1576.29,1572.48,1584.10,1589.45,1591.78,1594.05,1603.45,1598.70,1595.34,
482.00,1303.02,1317.28,1320.90,1333.00,1336.58,1335.57,1347.18,1345.58,1353.26,1360.87,1363.03,1365.98,1371.51,1381.83,1377.70,1373.98,1385.38,1387.71,1380.29,1400.44,1412.57,1403.65,1426.39,1428.25,1421.84,1433.10,1445.95,1446.44,1447.90,1466.92,1466.36,1465.47,1482.65,1480.75,1484.77,1488.30,1504.10,1505.69,1500.75,1499.60,1514.52,1518.33,1531.62,1531.40,1532.94,1538.34,1546.40,1545.92,1549.91,1548.88,1555.11,1563.76,1561.82,1573.11,1577.98,1576.62,1576.03,1588.53,1585.00,1581.03,
483.00,1280.31,1294.10,1296.96,1306.93,1314.15,1312.98,1322.73,1319.87,1325.39,1334.61,1338.64,1338.54,1346.91,1352.86,1354.13,1350.84,1357.74,1359.96,1353.91,1375.45,1384.78,1374.92,1400.68,1400.37,1394.33,1407.37,1416.28,1422.11,1419.99,1437.80,1438.44,1439.08,1451.49,1453.61,1456.79,1461.45,1473.02,1475.14,1475.99,1468.88,1485.43,1490.83,1506.32,1502.39,1502.60,1508.76,1514.80,1514.06,1522.75,1522.54,1529.12,1532.09,1531.67,1540.89,1548.63,1546.20,1545.35,1557.33,1551.71,1553.72,
